order_id,customer_id,order_date,ship_date,ship_mode,city,region,state_name,product_key,sales,units,gross_profit,cost
US-2022-158351-CHO-FUD-51000,158351,2022-06-20,2027-12-15,Second Class,Philadelphia,Atlantic,Pennsylvania,1,7.20,2,4.80,2.40
US-2023-123050-CHO-FUD-51000,123050,2023-04-04,2028-09-28,Second Class,Troy,Atlantic,New York,1,7.20,2,4.80,2.40
US-2023-123050-CHO-SCR-58000,123050,2023-04-04,2028-09-28,Second Class,Troy,Atlantic,New York,4,7.20,2,5.00,2.20
US-2023-123050-CHO-NUT-13000,123050,2023-04-04,2028-09-28,Second Class,Troy,Atlantic,New York,3,10.47,3,7.47,3.00
US-2023-149335-CHO-TRI-54000,149335,2023-07-25,2029-01-14,Same Day,San Francisco,Pacific,California,5,33.75,9,22.05,11.70
US-2023-143910-CHO-SCR-58000,143910,2023-08-12,2029-02-05,Standard Class,New York City,Atlantic,New York,4,7.20,2,5.00,2.20
US-2023-134369-CHO-FUD-51000,134369,2023-09-16,2029-03-14,Standard Class,Laguna Niguel,Pacific,California,1,7.20,2,4.80,2.40
US-2024-113530-CHO-SCR-58000,113530,2024-05-19,2029-11-11,Second Class,San Francisco,Pacific,California,4,43.20,12,30.00,13.20
US-2024-113530-CHO-MIL-31000,113530,2024-05-19,2029-11-11,Second Class,San Francisco,Pacific,California,2,3.25,1,2.11,1.14
US-2024-113530-CHO-SCR-58000,113530,2024-05-19,2029-11-11,Second Class,San Francisco,Pacific,California,4,7.20,2,5.00,2.20
US-2024-113530-CHO-MIL-31000,113530,2024-05-19,2029-11-11,Second Class,San Francisco,Pacific,California,2,3.25,1,2.11,1.14
US-2024-120418-CHO-MIL-31000,120418,2024-06-11,2029-12-03,First Class,Peoria,Pacific,Arizona,2,3.25,1,2.11,1.14
US-2024-120418-CHO-SCR-58000,120418,2024-06-11,2029-12-03,First Class,Peoria,Pacific,Arizona,4,3.60,1,2.50,1.10
US-2024-120418-CHO-TRI-54000,120418,2024-06-11,2029-12-03,First Class,Peoria,Pacific,Arizona,5,18.75,5,12.25,6.50
US-2024-120418-CHO-TRI-54000,120418,2024-06-11,2029-12-03,First Class,Peoria,Pacific,Arizona,5,11.25,3,7.35,3.90
US-2024-120418-CHO-SCR-58000,120418,2024-06-11,2029-12-03,First Class,Peoria,Pacific,Arizona,4,14.40,4,10.00,4.40
US-2022-120677-CHO-FUD-51000,120677,2022-05-31,2027-11-25,Standard Class,Minneapolis,Interior,Minnesota,1,28.80,8,19.20,9.60
US-2022-121699-CHO-NUT-13000,121699,2022-08-10,2028-02-04,Standard Class,Detroit,Interior,Michigan,3,17.45,5,12.45,5.00
US-2023-136406-CHO-TRI-54000,136406,2023-04-15,2028-10-07,Second Class,San Francisco,Pacific,California,5,7.50,2,4.90,2.60
US-2023-148593-CHO-MIL-31000,148593,2023-06-16,2028-12-08,Second Class,Los Angeles,Pacific,California,2,16.25,5,10.55,5.70
US-2023-130680-CHO-MIL-31000,130680,2023-06-24,2028-12-19,Standard Class,San Diego,Pacific,California,2,13.00,4,8.44,4.56
US-2023-167241-CHO-NUT-13000,167241,2023-08-15,2029-02-11,Standard Class,Los Angeles,Pacific,California,3,10.47,3,7.47,3.00
US-2023-167241-CHO-FUD-51000,167241,2023-08-15,2029-02-11,Standard Class,Los Angeles,Pacific,California,1,14.40,4,9.60,4.80
US-2023-167241-CHO-MIL-31000,167241,2023-08-15,2029-02-11,Standard Class,Los Angeles,Pacific,California,2,9.75,3,6.33,3.42
US-2023-167241-CHO-SCR-58000,167241,2023-08-15,2029-02-11,Standard Class,Los Angeles,Pacific,California,4,10.80,3,7.50,3.30
US-2023-110086-CHO-MIL-31000,110086,2023-09-18,2029-03-14,Standard Class,Woodland,Pacific,California,2,6.50,2,4.22,2.28
US-2023-119165-CHO-TRI-54000,119165,2023-10-31,2029-04-28,Standard Class,Philadelphia,Atlantic,Pennsylvania,5,18.75,5,12.25,6.50
US-2024-122735-CHO-TRI-54000,122735,2024-04-12,2029-10-06,Second Class,Providence,Atlantic,Rhode Island,5,18.75,5,12.25,6.50
US-2024-122735-CHO-SCR-58000,122735,2024-04-12,2029-10-06,Second Class,Providence,Atlantic,Rhode Island,4,14.40,4,10.00,4.40
US-2024-158071-CHO-TRI-54000,158071,2024-06-10,2029-12-06,Standard Class,Seattle,Pacific,Washington,5,15.00,4,9.80,5.20
US-2024-158071-CHO-TRI-54000,158071,2024-06-10,2029-12-06,Standard Class,Seattle,Pacific,Washington,5,3.75,1,2.45,1.30
US-2024-158071-CHO-SCR-58000,158071,2024-06-10,2029-12-06,Standard Class,Seattle,Pacific,Washington,4,10.80,3,7.50,3.30
US-2024-117485-CHO-NUT-13000,117485,2024-09-23,2030-03-22,Standard Class,Tulsa,Interior,Oklahoma,3,13.96,4,9.96,4.00
US-2024-107125-CHO-FUD-51000,107125,2024-11-27,2030-05-25,Standard Class,Los Angeles,Pacific,California,1,10.80,3,7.20,3.60
US-2024-107125-CHO-FUD-51000,107125,2024-11-27,2030-05-25,Standard Class,Los Angeles,Pacific,California,1,25.20,7,16.80,8.40
US-2021-140795-CHO-SCR-58000,140795,2021-02-01,2026-07-27,First Class,Green Bay,Interior,Wisconsin,4,21.60,6,15.00,6.60
US-2021-151015-CHO-MIL-31000,151015,2021-10-14,2027-04-12,Standard Class,Chicago,Interior,Illinois,2,9.75,3,6.33,3.42
US-2021-151015-CHO-FUD-51000,151015,2021-10-14,2027-04-12,Standard Class,Chicago,Interior,Illinois,1,14.40,4,9.60,4.80
US-2021-151015-CHO-TRI-54000,151015,2021-10-14,2027-04-12,Standard Class,Chicago,Interior,Illinois,5,48.75,13,31.85,16.90
US-2022-167696-CHO-FUD-51000,167696,2022-09-16,2028-03-13,Standard Class,Newport News,Gulf,Virginia,1,14.40,4,9.60,4.80
US-2022-117828-CHO-SCR-58000,117828,2022-12-23,2028-06-17,First Class,Richmond,Gulf,Virginia,4,14.40,4,10.00,4.40
US-2024-105935-CHO-MIL-31000,105935,2024-01-26,2029-07-23,Standard Class,Columbus,Gulf,Georgia,2,13.00,4,8.44,4.56
US-2024-105935-CHO-MIL-31000,105935,2024-01-26,2029-07-23,Standard Class,Columbus,Gulf,Georgia,2,22.75,7,14.77,7.98
US-2024-133312-CHO-SCR-58000,133312,2024-11-25,2030-05-22,Standard Class,San Francisco,Pacific,California,4,10.80,3,7.50,3.30
US-2024-133312-CHO-TRI-54000,133312,2024-11-25,2030-05-22,Standard Class,San Francisco,Pacific,California,5,3.75,1,2.45,1.30
US-2022-163923-OTH-KAZ-38000,163923,2022-05-30,2027-11-24,Standard Class,Springfield,Gulf,Virginia,8,13.00,4,1.00,12.00
US-2024-124716-CHO-FUD-51000,124716,2024-03-27,2029-09-21,Standard Class,Fresno,Pacific,California,1,7.20,2,4.80,2.40
US-2024-124716-CHO-SCR-58000,124716,2024-03-27,2029-09-21,Standard Class,Fresno,Pacific,California,4,10.80,3,7.50,3.30
US-2024-124716-CHO-MIL-31000,124716,2024-03-27,2029-09-21,Standard Class,Fresno,Pacific,California,2,6.50,2,4.22,2.28
US-2021-157147-CHO-MIL-31000,157147,2021-01-13,2026-07-11,Standard Class,San Francisco,Pacific,California,2,9.75,3,6.33,3.42
US-2021-157147-CHO-MIL-31000,157147,2021-01-13,2026-07-11,Standard Class,San Francisco,Pacific,California,2,16.25,5,10.55,5.70
US-2021-157147-CHO-NUT-13000,157147,2021-01-13,2026-07-11,Standard Class,San Francisco,Pacific,California,3,17.45,5,12.45,5.00
US-2021-164406-CHO-NUT-13000,164406,2021-08-15,2027-02-09,Standard Class,San Francisco,Pacific,California,3,13.96,4,9.96,4.00
US-2021-164406-CHO-FUD-51000,164406,2021-08-15,2027-02-09,Standard Class,San Francisco,Pacific,California,1,10.80,3,7.20,3.60
US-2021-164406-CHO-MIL-31000,164406,2021-08-15,2027-02-09,Standard Class,San Francisco,Pacific,California,2,13.00,4,8.44,4.56
US-2021-164406-CHO-SCR-58000,164406,2021-08-15,2027-02-09,Standard Class,San Francisco,Pacific,California,4,10.80,3,7.50,3.30
US-2021-164406-CHO-TRI-54000,164406,2021-08-15,2027-02-09,Standard Class,San Francisco,Pacific,California,5,11.25,3,7.35,3.90
US-2022-123960-CHO-FUD-51000,123960,2022-06-11,2027-12-07,Standard Class,Monroe,Gulf,Louisiana,1,7.20,2,4.80,2.40
US-2022-123960-CHO-FUD-51000,123960,2022-06-11,2027-12-07,Standard Class,Monroe,Gulf,Louisiana,1,7.20,2,4.80,2.40
US-2022-123960-CHO-TRI-54000,123960,2022-06-11,2027-12-07,Standard Class,Monroe,Gulf,Louisiana,5,26.25,7,17.15,9.10
US-2022-123960-CHO-FUD-51000,123960,2022-06-11,2027-12-07,Standard Class,Monroe,Gulf,Louisiana,1,18.00,5,12.00,6.00
US-2022-123960-CHO-NUT-13000,123960,2022-06-11,2027-12-07,Standard Class,Monroe,Gulf,Louisiana,3,20.94,6,14.94,6.00
US-2022-158792-CHO-FUD-51000,158792,2022-12-26,2028-06-24,Standard Class,Lawrence,Atlantic,Massachusetts,1,18.00,5,12.00,6.00
CA-2022-158792-CHO-FUD-51000,158792,2022-12-26,2028-06-24,Standard Class,Montreal,Atlantic,Quebec,1,18.00,5,12.00,6.00
US-2023-112102-CHO-SCR-58000,112102,2023-04-12,2028-10-06,Standard Class,Springfield,Gulf,Virginia,4,14.40,4,10.00,4.40
US-2023-112102-CHO-FUD-51000,112102,2023-04-12,2028-10-06,Standard Class,Springfield,Gulf,Virginia,1,18.00,5,12.00,6.00
US-2023-112102-CHO-TRI-54000,112102,2023-04-12,2028-10-06,Standard Class,Springfield,Gulf,Virginia,5,3.75,1,2.45,1.30
CA-2023-158792-CHO-FUD-51000,158792,2023-12-26,2029-06-24,Standard Class,Montreal,Atlantic,Quebec,1,18.00,5,12.00,6.00
US-2023-105746-CHO-FUD-51000,105746,2023-12-30,2029-06-23,First Class,Lancaster,Atlantic,Pennsylvania,1,3.60,1,2.40,1.20
US-2024-144694-CHO-FUD-51000,144694,2024-09-24,2030-03-19,Second Class,Miami,Gulf,Florida,1,10.80,3,7.20,3.60
US-2024-144694-CHO-FUD-51000,144694,2024-09-24,2030-03-19,Second Class,Miami,Gulf,Florida,1,10.80,3,7.20,3.60
US-2021-152254-CHO-MIL-31000,152254,2021-06-30,2026-12-21,Same Day,Wilmington,Gulf,North Carolina,2,22.75,7,14.77,7.98
US-2023-111976-CHO-NUT-13000,111976,2023-03-08,2028-09-01,Standard Class,Philadelphia,Atlantic,Pennsylvania,3,6.98,2,4.98,2.00
US-2023-111976-CHO-TRI-54000,111976,2023-03-08,2028-09-01,Standard Class,Philadelphia,Atlantic,Pennsylvania,5,15.00,4,9.80,5.20
US-2023-157686-CHO-TRI-54000,157686,2023-10-01,2029-03-24,First Class,San Francisco,Pacific,California,5,15.00,4,9.80,5.20
US-2023-111941-CHO-NUT-13000,111941,2023-12-25,2029-06-19,Second Class,New York City,Atlantic,New York,3,6.98,2,4.98,2.00
US-2023-100202-CHO-TRI-54000,100202,2023-12-31,2029-06-27,Standard Class,Anaheim,Pacific,California,5,11.25,3,7.35,3.90
US-2024-130211-CHO-TRI-54000,130211,2024-10-22,2030-04-14,Same Day,Lawton,Interior,Oklahoma,5,7.50,2,4.90,2.60
US-2024-130211-CHO-MIL-31000,130211,2024-10-22,2030-04-14,Same Day,Lawton,Interior,Oklahoma,2,9.75,3,6.33,3.42
US-2021-152422-CHO-SCR-58000,152422,2021-10-05,2027-04-02,Second Class,Columbus,Atlantic,Ohio,4,18.00,5,12.50,5.50
US-2022-110814-CHO-TRI-54000,110814,2022-12-05,2028-05-31,Second Class,New York City,Atlantic,New York,5,11.25,3,7.35,3.90
US-2022-110814-CHO-NUT-13000,110814,2022-12-05,2028-05-31,Second Class,New York City,Atlantic,New York,3,17.45,5,12.45,5.00
US-2022-110814-CHO-MIL-31000,110814,2022-12-05,2028-05-31,Second Class,New York City,Atlantic,New York,2,6.50,2,4.22,2.28
US-2024-109589-CHO-MIL-31000,109589,2024-12-21,2030-06-16,First Class,Bowling Green,Gulf,Kentucky,2,13.00,4,8.44,4.56
US-2022-128139-CHO-TRI-54000,128139,2022-07-03,2027-12-30,Standard Class,Richmond,Gulf,Kentucky,5,3.75,1,2.45,1.30
US-2022-128139-CHO-FUD-51000,128139,2022-07-03,2027-12-30,Standard Class,Richmond,Gulf,Kentucky,1,10.80,3,7.20,3.60
US-2023-165015-CHO-SCR-58000,165015,2023-02-25,2028-08-19,Second Class,Newark,Atlantic,Ohio,4,18.00,5,12.50,5.50
US-2024-146192-CHO-FUD-51000,146192,2024-04-22,2029-10-17,Standard Class,Columbus,Gulf,Georgia,1,10.80,3,7.20,3.60
US-2024-125472-CHO-NUT-13000,125472,2024-05-30,2029-11-21,First Class,Lafayette,Gulf,Louisiana,3,6.98,2,4.98,2.00
US-2024-125472-CHO-MIL-31000,125472,2024-05-30,2029-11-21,First Class,Lafayette,Gulf,Louisiana,2,9.75,3,6.33,3.42
US-2024-125472-CHO-NUT-13000,125472,2024-05-30,2029-11-21,First Class,Lafayette,Gulf,Louisiana,3,3.49,1,2.49,1.00
US-2024-168396-CHO-FUD-51000,168396,2024-08-03,2030-01-29,Second Class,San Francisco,Pacific,California,1,10.80,3,7.20,3.60
US-2024-168396-CHO-TRI-54000,168396,2024-08-03,2030-01-29,Second Class,San Francisco,Pacific,California,5,18.75,5,12.25,6.50
US-2024-101574-CHO-FUD-51000,101574,2024-09-28,2030-03-27,Standard Class,Los Angeles,Pacific,California,1,10.80,3,7.20,3.60
US-2023-122182-CHO-SCR-58000,122182,2023-03-10,2028-09-03,Standard Class,Philadelphia,Atlantic,Pennsylvania,4,3.60,1,2.50,1.10
US-2023-148698-CHO-SCR-58000,148698,2023-05-02,2028-10-27,Standard Class,Houston,Interior,Texas,4,10.80,3,7.50,3.30
US-2023-165918-CHO-TRI-54000,165918,2023-09-10,2029-03-06,Standard Class,Edmonds,Pacific,Washington,5,11.25,3,7.35,3.90
US-2023-165918-CHO-MIL-31000,165918,2023-09-10,2029-03-06,Standard Class,Edmonds,Pacific,Washington,2,9.75,3,6.33,3.42
US-2023-165918-CHO-FUD-51000,165918,2023-09-10,2029-03-06,Standard Class,Edmonds,Pacific,Washington,1,7.20,2,4.80,2.40
US-2023-165918-CHO-TRI-54000,165918,2023-09-10,2029-03-06,Standard Class,Edmonds,Pacific,Washington,5,7.50,2,4.90,2.60
US-2023-124667-CHO-MIL-31000,124667,2023-11-11,2029-05-08,Standard Class,New York City,Atlantic,New York,2,3.25,1,2.11,1.14
US-2023-124667-CHO-TRI-54000,124667,2023-11-11,2029-05-08,Standard Class,New York City,Atlantic,New York,5,11.25,3,7.35,3.90
US-2024-145338-CHO-FUD-51000,145338,2024-01-29,2029-07-24,First Class,Philadelphia,Atlantic,Pennsylvania,1,7.20,2,4.80,2.40
US-2024-115105-CHO-FUD-51000,115105,2024-02-06,2029-08-03,Standard Class,New York City,Atlantic,New York,1,3.60,1,2.40,1.20
US-2023-166912-CHO-TRI-54000,166912,2023-01-15,2028-07-09,First Class,New York City,Atlantic,New York,5,7.50,2,4.90,2.60
US-2023-128307-OTH-GUM-21000,128307,2023-07-25,2029-01-18,Standard Class,Houston,Interior,Texas,7,1.25,1,0.65,0.60
US-2024-155985-CHO-SCR-58000,155985,2024-03-23,2029-09-15,First Class,San Francisco,Pacific,California,4,28.80,8,20.00,8.80
US-2024-105046-CHO-FUD-51000,105046,2024-07-17,2030-01-13,Standard Class,Rome,Atlantic,New York,1,14.40,4,9.60,4.80
US-2024-105046-CHO-TRI-54000,105046,2024-07-17,2030-01-13,Standard Class,Rome,Atlantic,New York,5,18.75,5,12.25,6.50
US-2024-105046-CHO-NUT-13000,105046,2024-07-17,2030-01-13,Standard Class,Rome,Atlantic,New York,3,6.98,2,4.98,2.00
US-2024-137596-CHO-TRI-54000,137596,2024-09-02,2030-02-28,Standard Class,Jackson,Interior,Michigan,5,7.50,2,4.90,2.60
US-2024-137596-OTH-GUM-21000,137596,2024-09-02,2030-02-28,Standard Class,Jackson,Interior,Michigan,7,8.75,7,4.55,4.20
US-2024-137596-CHO-SCR-58000,137596,2024-09-02,2030-02-28,Standard Class,Jackson,Interior,Michigan,4,14.40,4,10.00,4.40
US-2023-161662-CHO-SCR-58000,161662,2023-02-07,2028-08-01,First Class,Lancaster,Atlantic,Ohio,4,7.20,2,5.00,2.20
US-2023-125220-CHO-TRI-54000,125220,2023-10-14,2029-04-10,Standard Class,Appleton,Interior,Wisconsin,5,18.75,5,12.25,6.50
US-2023-108630-CHO-MIL-31000,108630,2023-11-18,2029-05-10,Same Day,Concord,Pacific,California,2,16.25,5,10.55,5.70
US-2024-141782-CHO-FUD-51000,141782,2024-01-21,2029-07-17,Standard Class,Aurora,Interior,Illinois,1,14.40,4,9.60,4.80
US-2024-121314-CHO-MIL-31000,121314,2024-09-23,2030-03-19,First Class,Miami,Gulf,Florida,2,9.75,3,6.33,3.42
US-2022-122406-CHO-MIL-31000,122406,2022-08-02,2028-01-26,Second Class,Providence,Atlantic,Rhode Island,2,3.25,1,2.11,1.14
US-2022-122406-CHO-FUD-51000,122406,2022-08-02,2028-01-26,Second Class,Providence,Atlantic,Rhode Island,1,7.20,2,4.80,2.40
US-2022-122406-CHO-NUT-13000,122406,2022-08-02,2028-01-26,Second Class,Providence,Atlantic,Rhode Island,3,6.98,2,4.98,2.00
US-2022-122406-CHO-MIL-31000,122406,2022-08-02,2028-01-26,Second Class,Providence,Atlantic,Rhode Island,2,9.75,3,6.33,3.42
US-2022-115924-CHO-SCR-58000,115924,2022-09-14,2028-03-10,Second Class,Des Moines,Interior,Iowa,4,18.00,5,12.50,5.50
US-2023-118052-CHO-FUD-51000,118052,2023-05-06,2028-10-30,Standard Class,Lorain,Atlantic,Ohio,1,25.20,7,16.80,8.40
US-2023-146857-CHO-TRI-54000,146857,2023-05-06,2028-10-28,Second Class,Springfield,Interior,Missouri,5,3.75,1,2.45,1.30
US-2023-118052-CHO-NUT-13000,118052,2023-05-06,2028-10-30,Standard Class,Lorain,Atlantic,Ohio,3,6.98,2,4.98,2.00
US-2023-118052-CHO-TRI-54000,118052,2023-05-06,2028-10-30,Standard Class,Lorain,Atlantic,Ohio,5,7.50,2,4.90,2.60
US-2023-140774-CHO-SCR-58000,140774,2023-09-05,2029-03-02,Standard Class,Olathe,Interior,Kansas,4,10.80,3,7.50,3.30
US-2024-166324-CHO-MIL-31000,166324,2024-04-20,2029-10-12,First Class,Cleveland,Atlantic,Ohio,2,16.25,5,10.55,5.70
US-2024-166324-CHO-NUT-13000,166324,2024-04-20,2029-10-12,First Class,Cleveland,Atlantic,Ohio,3,13.96,4,9.96,4.00
US-2024-166324-CHO-FUD-51000,166324,2024-04-20,2029-10-12,First Class,Cleveland,Atlantic,Ohio,1,10.80,3,7.20,3.60
US-2021-109904-CHO-NUT-13000,109904,2021-07-14,2027-01-07,Second Class,New York City,Atlantic,New York,3,10.47,3,7.47,3.00
US-2021-117345-CHO-SCR-58000,117345,2021-08-01,2027-01-26,Standard Class,Charlotte,Gulf,North Carolina,4,14.40,4,10.00,4.40
US-2021-117345-CHO-TRI-54000,117345,2021-08-01,2027-01-26,Standard Class,Charlotte,Gulf,North Carolina,5,3.75,1,2.45,1.30
US-2021-117345-CHO-SCR-58000,117345,2021-08-01,2027-01-26,Standard Class,Charlotte,Gulf,North Carolina,4,10.80,3,7.50,3.30
US-2021-117345-CHO-FUD-51000,117345,2021-08-01,2027-01-26,Standard Class,Charlotte,Gulf,North Carolina,1,7.20,2,4.80,2.40
US-2022-137281-CHO-SCR-58000,137281,2022-06-13,2027-12-08,Standard Class,Roswell,Gulf,Georgia,4,3.60,1,2.50,1.10
US-2022-116750-CHO-SCR-58000,116750,2022-07-05,2027-12-31,Second Class,Fayetteville,Gulf,North Carolina,4,7.20,2,5.00,2.20
US-2022-116750-CHO-SCR-58000,116750,2022-07-05,2027-12-31,Second Class,Fayetteville,Gulf,North Carolina,4,18.00,5,12.50,5.50
US-2022-116260-CHO-MIL-31000,116260,2022-07-06,2028-01-02,Standard Class,Vineland,Atlantic,New Jersey,2,13.00,4,8.44,4.56
US-2023-100041-CHO-MIL-31000,100041,2023-11-20,2029-05-17,Standard Class,Columbus,Interior,Indiana,2,3.25,1,2.11,1.14
US-2023-100041-CHO-FUD-51000,100041,2023-11-20,2029-05-17,Standard Class,Columbus,Interior,Indiana,1,10.80,3,7.20,3.60
US-2023-100041-CHO-SCR-58000,100041,2023-11-20,2029-05-17,Standard Class,Columbus,Interior,Indiana,4,7.20,2,5.00,2.20
US-2024-120908-OTH-KAZ-38000,120908,2024-09-30,2030-03-25,First Class,Philadelphia,Atlantic,Pennsylvania,8,22.75,7,1.75,21.00
US-2021-141355-CHO-TRI-54000,141355,2021-09-25,2027-03-23,Standard Class,Aurora,Pacific,Colorado,5,7.50,2,4.90,2.60
US-2023-137729-CHO-MIL-31000,137729,2023-05-05,2028-10-29,Standard Class,Los Angeles,Pacific,California,2,3.25,1,2.11,1.14
US-2023-137729-CHO-NUT-13000,137729,2023-05-05,2028-10-29,Standard Class,Los Angeles,Pacific,California,3,10.47,3,7.47,3.00
US-2023-105452-CHO-MIL-31000,105452,2023-07-28,2029-01-21,Standard Class,Pasadena,Interior,Texas,2,16.25,5,10.55,5.70
US-2023-105452-CHO-FUD-51000,105452,2023-07-28,2029-01-21,Standard Class,Pasadena,Interior,Texas,1,18.00,5,12.00,6.00
US-2024-103380-CHO-NUT-13000,103380,2024-11-21,2030-05-18,Standard Class,Pasadena,Pacific,California,3,3.49,1,2.49,1.00
US-2024-103380-CHO-TRI-54000,103380,2024-11-21,2030-05-18,Standard Class,Pasadena,Pacific,California,5,7.50,2,4.90,2.60
US-2024-103380-CHO-NUT-13000,103380,2024-11-21,2030-05-18,Standard Class,Pasadena,Pacific,California,3,6.98,2,4.98,2.00
US-2024-103380-CHO-MIL-31000,103380,2024-11-21,2030-05-18,Standard Class,Pasadena,Pacific,California,2,6.50,2,4.22,2.28
US-2024-103380-CHO-MIL-31000,103380,2024-11-21,2030-05-18,Standard Class,Pasadena,Pacific,California,2,9.75,3,6.33,3.42
US-2021-165568-CHO-SCR-58000,165568,2021-02-15,2026-08-12,Standard Class,Seattle,Pacific,Washington,4,18.00,5,12.50,5.50
US-2022-145758-OTH-LIC-15000,145758,2022-10-30,2028-04-21,Same Day,New York City,Atlantic,New York,9,80.00,4,40.00,40.00
US-2023-159940-CHO-SCR-58000,159940,2023-07-07,2028-12-31,Second Class,Aurora,Interior,Illinois,4,7.20,2,5.00,2.20
US-2023-159940-CHO-FUD-51000,159940,2023-07-07,2028-12-31,Second Class,Aurora,Interior,Illinois,1,28.80,8,19.20,9.60
US-2023-159940-CHO-FUD-51000,159940,2023-07-07,2028-12-31,Second Class,Aurora,Interior,Illinois,1,3.60,1,2.40,1.20
US-2023-159940-CHO-NUT-13000,159940,2023-07-07,2028-12-31,Second Class,Aurora,Interior,Illinois,3,31.41,9,22.41,9.00
US-2023-156265-OTH-GUM-21000,156265,2023-08-02,2029-01-24,Second Class,Los Angeles,Pacific,California,7,2.50,2,1.30,1.20
US-2023-156265-CHO-TRI-54000,156265,2023-08-02,2029-01-24,Second Class,Los Angeles,Pacific,California,5,7.50,2,4.90,2.60
US-2023-156265-CHO-FUD-51000,156265,2023-08-02,2029-01-24,Second Class,Los Angeles,Pacific,California,1,10.80,3,7.20,3.60
US-2024-134495-CHO-MIL-31000,134495,2024-04-01,2029-09-25,Second Class,Jacksonville,Gulf,Florida,2,9.75,3,6.33,3.42
US-2024-134495-CHO-FUD-51000,134495,2024-04-01,2029-09-25,Second Class,Jacksonville,Gulf,Florida,1,10.80,3,7.20,3.60
US-2024-134495-CHO-MIL-31000,134495,2024-04-01,2029-09-25,Second Class,Jacksonville,Gulf,Florida,2,9.75,3,6.33,3.42
US-2024-134495-CHO-SCR-58000,134495,2024-04-01,2029-09-25,Second Class,Jacksonville,Gulf,Florida,4,10.80,3,7.50,3.30
US-2024-124779-CHO-TRI-54000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,5,18.75,5,12.25,6.50
US-2024-124779-CHO-TRI-54000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,5,7.50,2,4.90,2.60
US-2024-124779-CHO-TRI-54000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,5,26.25,7,17.15,9.10
US-2024-124779-CHO-TRI-54000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,5,18.75,5,12.25,6.50
US-2024-124779-OTH-GUM-21000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,7,5.00,4,2.60,2.40
US-2024-124779-CHO-FUD-51000,124779,2024-09-08,2030-03-04,First Class,Arlington,Interior,Texas,1,7.20,2,4.80,2.40
US-2024-133333-CHO-FUD-51000,133333,2024-09-18,2030-03-15,Standard Class,Green Bay,Interior,Wisconsin,1,14.40,4,9.60,4.80
US-2024-114804-CHO-SCR-58000,114804,2024-10-17,2030-04-11,Second Class,Modesto,Pacific,California,4,3.60,1,2.50,1.10
US-2021-163013-CHO-NUT-13000,163013,2021-11-28,2027-05-27,Standard Class,Montgomery,Gulf,Alabama,3,10.47,3,7.47,3.00
US-2024-140676-CHO-NUT-13000,140676,2024-09-12,2030-03-08,First Class,Baltimore,Atlantic,Maryland,3,24.43,7,17.43,7.00
US-2024-140676-CHO-TRI-54000,140676,2024-09-12,2030-03-08,First Class,Baltimore,Atlantic,Maryland,5,18.75,5,12.25,6.50
US-2024-140676-CHO-TRI-54000,140676,2024-09-12,2030-03-08,First Class,Baltimore,Atlantic,Maryland,5,18.75,5,12.25,6.50
US-2024-117128-CHO-TRI-54000,117128,2024-12-05,2030-05-31,Second Class,New York City,Atlantic,New York,5,11.25,3,7.35,3.90
US-2024-117128-CHO-FUD-51000,117128,2024-12-05,2030-05-31,Second Class,New York City,Atlantic,New York,1,21.60,6,14.40,7.20
US-2021-167724-CHO-TRI-54000,167724,2021-04-13,2026-10-09,Standard Class,Baltimore,Atlantic,Maryland,5,11.25,3,7.35,3.90
US-2021-110184-CHO-FUD-51000,110184,2021-07-12,2027-01-06,Standard Class,Los Angeles,Pacific,California,1,32.40,9,21.60,10.80
US-2021-110184-CHO-FUD-51000,110184,2021-07-12,2027-01-06,Standard Class,Los Angeles,Pacific,California,1,28.80,8,19.20,9.60
CA-2021-151799-CHO-MIL-31000,151799,2021-12-14,2027-06-10,Standard Class,Toronto,Atlantic,Ontario,2,6.50,2,4.22,2.28
CA-2021-151799-CHO-SCR-58000,151799,2021-12-14,2027-06-10,Standard Class,Toronto,Atlantic,Ontario,4,21.60,6,15.00,6.60
CA-2021-151799-CHO-MIL-31000,151799,2021-12-14,2027-06-10,Standard Class,Toronto,Atlantic,Ontario,2,3.25,1,2.11,1.14
CA-2021-151799-CHO-MIL-31000,151799,2021-12-14,2027-06-10,Standard Class,Toronto,Atlantic,Ontario,2,9.75,3,6.33,3.42
CA-2021-151799-CHO-MIL-31000,151799,2021-12-14,2027-06-10,Standard Class,Toronto,Atlantic,Ontario,2,6.50,2,4.22,2.28
US-2021-138247-CHO-TRI-54000,138247,2021-12-24,2027-06-21,Standard Class,Los Angeles,Pacific,California,5,3.75,1,2.45,1.30
US-2021-138247-CHO-NUT-13000,138247,2021-12-24,2027-06-21,Standard Class,Los Angeles,Pacific,California,3,6.98,2,4.98,2.00
US-2021-138247-CHO-SCR-58000,138247,2021-12-24,2027-06-21,Standard Class,Los Angeles,Pacific,California,4,3.60,1,2.50,1.10
US-2021-138247-CHO-FUD-51000,138247,2021-12-24,2027-06-21,Standard Class,Los Angeles,Pacific,California,1,10.80,3,7.20,3.60
